,age,date,operation_type,current_amount,monthly_income,available_credit,transaction_amount
138,39,2023-09-09,R,25691.751453570363,9337.0,105600.8689571977,7919.456557044241
139,40,2023-11-05,T,42507.803899992505,8793.0,76229.98077427408,4612.81229703514
140,32,2023-11-13,R,31551.833923855498,13216.0,44694.631733394555,7570.762987600883
141,53,2023-09-13,R,30733.300242505113,1809.0,55762.868472709684,3468.3007552776553
142,43,2023-11-25,P,43196.18670352007,6959.0,2000.0,6521.286543891948
143,50,2023-09-15,T,29618.288521518665,32493.0,2000.0,5520.489475198919
144,41,2023-11-29,P,24543.450051737476,6421.0,64524.101165414824,7284.075664918048
145,61,2023-09-04,R,33171.45401696705,0.0,2000.0,5414.3863636587275
146,37,2023-11-21,R,31952.411113423135,13138.0,2000.0,6894.764092118531
147,50,2023-09-08,P,33920.04729483471,18857.0,2000.0,4963.874281365188
148,43,2023-11-27,P,30793.0453767033,15628.0,170580.48083959546,5925.047253963645
149,39,2023-11-07,R,39622.947350564646,19444.0,2000.0,5826.8054943987345
150,39,2023-11-29,T,35692.21530214382,16787.0,2000.0,1618.2283071301335
151,33,2023-11-20,R,18920.032146663732,19048.0,2000.0,5230.265060262428
152,50,2023-10-23,T,27327.95062097866,14186.0,91453.08536010883,2888.323846635014
153,36,2023-11-06,R,43381.23354961582,11063.0,67003.1465178632,1922.3033567201282
154,44,2023-10-08,T,21957.189625401254,12673.0,2000.0,4981.695675230225
155,42,2023-11-21,P,28487.44156899151,18296.0,31348.397853370498,5321.849166752384
156,30,2023-11-08,P,20316.335698297436,12755.0,58427.20561555163,8137.209810962015
157,59,2023-10-21,R,27098.912026346025,14181.0,92338.9489621983,5928.565709972132
158,44,2023-09-27,P,20628.41071949973,11935.0,25360.20732568126,6333.100262164575
159,46,2023-10-21,P,47292.0192223068,0.0,41711.76337988216,5104.305876915536
160,39,2023-11-18,R,25490.897686676333,12249.0,20336.12961709139,5583.488960236218
161,33,2023-09-23,T,19733.957486062718,11478.0,2000.0,5243.174637448007
162,24,2023-11-22,T,24116.036026901926,9409.0,2000.0,5996.477382202436
163,30,2023-09-21,P,20718.198072515304,25162.0,70121.28659455181,3545.6112890579516
164,47,2023-11-26,P,27589.994968363728,5421.0,2000.0,5461.348833159784
165,39,2023-11-05,R,39813.07209026152,847.0,26374.123108025284,4408.386985061399
166,46,2023-10-28,R,50110.9317334307,22616.0,105970.59143673736,6388.885006057049
167,44,2023-11-20,P,36296.40229563542,12154.0,64276.123512418766,6469.725170752845
168,57,2023-10-11,R,22932.35293189443,5959.0,2000.0,2012.0830871175367
169,32,2023-10-27,R,28950.49196121661,0.0,25928.65143719544,4992.70901778646
170,39,2023-09-27,P,27439.998934623065,22573.0,53411.09515327463,5942.30762684098
171,29,2023-10-14,R,30502.43798750786,14935.0,63038.27912125952,1753.1405779929864
172,40,2023-10-18,P,34934.4799875517,5785.0,14449.73607465305,4276.520980635275
173,29,2023-11-04,R,30528.02730811615,9749.0,2000.0,5628.164243548884
174,47,2023-11-02,T,38375.64150450713,6269.0,2000.0,5810.710882487648
175,33,2023-11-07,T,36185.4064554049,14934.0,2000.0,8779.598263280586
176,62,2023-11-29,T,19453.85681123541,26909.0,2000.0,5983.582985577915
177,36,2023-11-17,P,23754.238084327655,6691.0,2000.0,3457.8450307535763
178,38,2023-10-05,P,51063.765880896855,0.0,40852.00822426622,3301.3455757974994
179,19,2023-09-08,R,43725.25960838601,20405.0,2000.0,4738.208718900207
180,24,2023-10-02,R,30470.70222119751,0.0,102245.09204700774,4356.915513700733
181,35,2023-10-30,R,28982.844318979296,17569.5,2000.0,4362.40356516134
182,45,2023-09-12,R,50571.8723648544,0.0,2000.0,6142.385008327779
183,34,2023-10-18,T,28153.24892021042,14694.0,2000.0,4944.322747562239
184,55,2023-10-27,T,50455.77492958349,22434.0,100358.1696951784,3806.7817007038043
185,41,2023-11-01,P,47138.232338901726,760.0,2000.0,7147.403579457172
186,42,2023-10-03,R,20734.75065856605,0.0,73917.137201437,7918.955940652128
187,37,2023-11-22,T,39299.63765648144,6046.0,32066.225149510377,3569.1241781782255
188,26,2023-09-19,P,18958.352290242605,0.0,78939.41771163666,6309.862309872739
189,19,2023-09-24,R,26941.63271428883,14508.0,4748.863582715139,5824.18334093754
190,32,2023-09-02,R,44460.326374257886,12425.0,2000.0,3239.3784005767457
191,37,2023-11-11,P,42269.504130893794,7113.0,26340.404374115347,1219.7694535516357
192,37,2023-09-27,P,24011.853372288497,0.0,11734.740130727627,6333.761387677338
193,44,2023-09-12,P,27213.37458463367,7570.0,53186.6696636549,5400.807963571301
194,49,2023-11-08,P,33740.99608744289,5259.0,2000.0,6306.523547422901
195,44,2023-09-22,T,55453.96277693666,14867.0,12659.133700825394,4998.7834814611515
196,28,2023-10-07,T,43627.45102562999,789.0,38028.80496399828,5151.535398773278
197,35,2023-11-17,P,14291.915144799217,0.0,139249.169782211,3789.629646100797
198,30,2023-09-17,T,13272.950145397106,25347.0,4615.985418902402,6666.7417850696875
199,40,2023-10-03,T,29303.90756358713,7518.0,2000.0,5655.931103571726
200,37,2023-10-12,P,19162.207640660243,28535.0,17918.618574896136,5042.437699125774
201,46,2023-11-19,T,48601.609660191236,12152.0,27191.002191028318,3102.2866106858337
202,49,2023-09-07,P,16329.667880796898,9750.0,47198.49324299384,5804.80126179443
203,26,2023-09-10,P,25271.978508279106,1030.0,2000.0,3767.3943883802576
204,25,2023-11-16,T,52201.07956129203,8071.0,59779.03297509621,2405.4039636815733
205,32,2023-09-15,R,26050.091448600604,32335.5,2000.0,2903.4279459126747
206,34,2023-11-23,P,33816.29043870894,12955.0,2000.0,7726.87466595811
207,54,2023-11-07,P,44210.170745982796,16210.0,2000.0,5969.035807179959
208,43,2023-09-22,P,24015.200842631737,16704.0,3568.3590943172367,5650.998823267122
209,47,2023-09-05,R,30004.1377412845,4870.0,46502.40456221506,4916.841725229148
210,39,2023-11-19,R,28642.500562496334,14496.0,2000.0,5389.318982249244
211,37,2023-10-26,P,29651.69329492169,12475.0,8420.430869405913,6157.043422640139
212,46,2023-11-01,R,19824.441812187448,7693.0,26546.676302693904,4076.9774972315467
213,33,2023-11-28,R,28077.74873947349,21337.0,22839.44516007319,3613.5970606444944
214,43,2023-10-22,R,44913.9642382169,21778.0,52365.197585240705,6427.393332037204
215,28,2023-10-29,R,27945.519967624605,17130.0,102556.7104976635,6519.704551218279
216,61,2023-11-06,T,26635.975460809936,21312.0,19702.69567404649,3042.688899488043
217,35,2023-09-08,R,25806.81411646586,8396.0,2000.0,5115.810668174752
218,31,2023-09-03,P,31719.774551049497,5307.0,56921.73718368409,5804.842986334614
219,40,2023-09-13,R,19183.413666091168,8583.0,2000.0,4477.225486846476
220,45,2023-11-01,P,40831.31164738266,1861.0,64553.5818552659,3510.3985287480336
221,47,2023-09-19,P,28093.29134464211,7661.0,98148.21999931046,7351.670440995989
222,40,2023-10-29,R,11369.49181679347,5315.0,2000.0,6059.8935152882805
223,37,2023-11-20,R,39919.04090899731,5728.0,57320.66717851194,4844.794230036039
224,40,2023-10-26,P,50718.675859429066,8779.0,187871.91096549327,3768.944504142539
225,38,2023-09-12,T,35374.748392586385,11817.0,2000.0,6370.929159707677
226,36,2023-10-08,R,25402.28459344906,0.0,2000.0,8652.97427001195
227,44,2023-09-09,T,13646.137236201252,2300.0,2000.0,4784.838168671725
228,25,2023-10-06,R,30228.160831046673,7804.0,81215.2896028621,2789.2700291540273
229,43,2023-11-20,T,26893.67895786577,12470.0,179948.52135467718,4446.143456124884
230,40,2023-09-12,R,10425.494700932999,24716.0,87861.09126376544,3650.9909796030806
231,49,2023-09-04,T,26033.54457790314,9575.0,2000.0,8107.660380806822
232,40,2023-10-29,P,33521.42802563321,5896.0,34917.67972396739,4504.14158723533
233,34,2023-09-03,T,36001.07566483524,15598.0,2000.0,4337.712715076089
234,61,2023-09-19,T,32426.982645408843,13350.0,2000.0,4836.950029733772
235,59,2023-09-18,R,24265.324658609494,13109.0,20250.332362425994,3847.0474774314016
236,36,2023-11-09,T,33162.97732218222,20884.0,17418.14478698667,2542.7365753619238
237,42,2023-09-13,T,22157.622139693663,0.0,2000.0,5778.0124927114175
238,41,2023-10-17,R,34395.97673914583,0.0,2000.0,2234.567490523389
239,26,2023-09-21,R,46553.36351759856,4665.0,80431.02601363024,9047.024402194695
240,47,2023-11-10,T,53135.625000528395,14811.0,2000.0,5682.77647679669
241,40,2023-11-17,T,46420.06577595773,2294.0,10946.29921144904,3432.0716237439574
242,48,2023-09-06,T,33803.34556435617,5708.0,2000.0,6031.163694789826
243,31,2023-11-05,P,45823.63269627879,21826.0,20640.31622358284,6927.694190851005
244,35,2023-09-03,R,46644.780076865005,12167.0,2000.0,2037.151289811834
245,21,2023-10-23,T,20261.858398611996,23082.0,2000.0,5994.261540774398
246,27,2023-10-12,P,17151.516269856562,4078.0,2000.0,2486.6384861702104
247,56,2023-10-31,R,29510.788517988905,9557.0,9913.5723779968,5172.24020006567
248,44,2023-09-10,T,17444.049867193433,3404.0,2000.0,3362.9820492180615
249,53,2023-11-21,P,19527.721323551857,15679.0,42753.83305997694,4893.426659678378
250,41,2023-09-26,R,22684.60467989704,31857.0,90513.1580690943,3925.870406084668
251,34,2023-09-07,P,28021.9142779428,17652.0,64965.805828216515,3370.624453887277
252,42,2023-09-22,P,22363.40511043506,14498.0,2000.0,5557.611797746779
253,55,2023-09-07,R,55645.721389419465,15588.0,168295.85057472496,6230.5472887569995
254,36,2023-11-02,P,20110.46951580255,20126.0,48242.183828122346,8088.860428747797
255,28,2023-09-30,T,48433.31737056939,10806.0,82320.0868208407,4198.253506831761
256,37,2023-10-05,T,33022.54157232506,11316.0,77984.26008087414,5941.183547623155
257,32,2023-10-13,T,38110.689759691544,0.0,2000.0,4002.2863257525496
258,41,2023-09-18,R,34580.91345390944,1912.0,2000.0,10009.918291330749
259,36,2023-09-06,R,35623.039770081414,11210.0,2000.0,2887.2136458945497
260,43,2023-10-19,T,29337.999789835794,23733.0,53271.47887006492,5174.507735062464
261,24,2023-10-16,R,28680.185870350928,0.0,2000.0,4030.901027884546
262,34,2023-09-04,T,19997.369225404793,0.0,2000.0,2871.7394508092307
263,26,2023-10-28,P,32886.130335939706,13666.0,2000.0,947.3671116893165
264,39,2023-09-10,R,33534.814028152774,3947.0,198615.40770631738,6092.9652821876225
265,21,2023-11-07,T,16671.397618016963,2682.0,2000.0,5531.212415089195
266,50,2023-10-08,R,20067.84592356698,4504.0,2000.0,5241.631290731183
267,33,2023-09-20,T,22100.49252389459,4313.0,172338.6999923652,4936.454929849743
268,47,2023-09-26,T,38891.49138114893,0.0,113708.86583667084,2522.1018485990917
269,36,2023-10-05,P,30209.64720443721,6354.0,68764.56000435827,4770.137257460739
270,36,2023-11-27,T,36370.63189068063,0.0,121507.48567526726,5227.7871483074
271,38,2023-11-11,R,34372.29693880165,13828.0,2000.0,4225.412658168337
272,41,2023-10-16,R,24440.88797288677,12011.0,2000.0,6011.795956489371
273,26,2023-11-21,T,25726.348633243662,12289.0,2000.0,843.5581459635978
274,46,2023-11-27,T,28561.220641321223,15059.0,2000.0,4018.5182290109815
275,26,2023-11-29,R,37631.22793674531,15853.0,12545.110678764904,5363.715808393123
276,39,2023-10-26,T,44961.428571138975,12471.0,39520.56460860443,4141.327058477052
277,31,2023-09-17,T,21887.201639449762,8026.0,2000.0,2230.5804478861473
278,50,2023-11-07,P,34444.79307737018,0.0,75047.60632224288,8082.893778682706
279,45,2023-11-05,T,16349.680913850309,18620.0,2000.0,3386.0926665451047
280,37,2023-09-20,P,29818.446242097452,5320.0,2000.0,5065.605599273365
281,20,2023-11-14,P,14707.937114760367,19711.0,5024.985764413177,3645.5500405070443
282,62,2023-09-06,P,28403.945280540782,3057.0,2000.0,7123.915755360831
283,33,2023-11-16,R,17875.954851807204,20516.0,2000.0,5446.058609796831
284,50,2023-11-05,P,16208.705769835282,20737.0,32562.08634805903,4403.351271331791
285,33,2023-09-16,P,15661.838718363866,23811.0,19673.98705084317,6333.30379483921
286,21,2023-11-22,P,34981.67715736496,19565.0,51037.06381255872,2535.641713205583
287,41,2023-09-16,T,40155.02870605507,16747.0,91512.29098890079,5036.526776182124
288,30,2023-10-04,R,58466.75209791065,9232.0,2000.0,4614.714391445163
289,30,2023-10-22,P,23323.920194547856,9777.0,36137.67054400135,8115.94632957882
290,33,2023-09-25,R,17809.195186118952,13484.0,25905.71279197684,2877.358121533888
291,41,2023-09-12,P,32992.99919488807,12008.0,139457.18405224965,2375.2298790123923
292,52,2023-10-28,P,16840.334492911556,14864.0,13889.015614545302,1641.2203904601447
293,45,2023-11-29,R,35812.01378108716,7952.0,2000.0,1914.6212935529293
294,24,2023-10-13,T,30121.5926330261,6619.0,28829.40842454822,3644.0227667045197
295,38,2023-11-04,R,30540.97596890639,18936.0,2000.0,6136.943269865443
296,38,2023-09-17,R,20713.133060022185,9341.0,2000.0,5140.555480101824
297,29,2023-09-02,P,38368.251955114276,4752.0,2000.0,1654.4382733226998
298,44,2023-10-16,R,24150.3890762443,11655.0,8605.716290324612,3922.9316554441975
299,36,2023-11-06,T,22750.389626271142,10715.0,2000.0,4121.453252732038
300,41,2023-10-10,R,40112.33138340729,411.0,76191.9191237969,6889.026465632669
301,21,2023-11-27,P,38410.878873439,10995.0,124366.9737357952,7006.299479694111
302,35,2023-10-26,P,23112.61705960088,16894.0,6280.159351384598,3137.3854656115964
303,56,2023-11-24,T,31252.69980090594,13175.0,2000.0,3703.212285439152
304,25,2023-10-20,T,55744.11447043681,18514.0,3009.3206297681136,2106.0242637718125
305,18,2023-11-29,T,21417.649357652277,30468.0,65601.96368997611,3809.5639409788373
306,20,2023-10-01,T,7879.862333138844,0.0,32163.249551713154,1852.9524261353813
307,45,2023-11-03,P,33447.8351521823,0.0,77867.87899891488,3840.366927368412
308,49,2023-10-05,T,32130.49257880401,5940.0,2000.0,7221.762006008548
309,49,2023-10-08,T,37064.00264576037,9940.0,78905.12602603616,2487.2073054123216
310,38,2023-11-21,T,40401.09231916314,6116.0,2000.0,9563.689628139244
311,47,2023-11-03,T,19989.831625317252,27480.0,45216.98857883976,7733.165516930414
312,43,2023-09-25,P,40462.643987612966,10017.0,2000.0,6592.174745488447
313,45,2023-09-15,P,27822.28798171707,7569.0,2000.0,6261.117917298241
314,49,2023-10-25,P,39930.57718520216,9727.0,26474.424284755874,3922.674726394969
315,45,2023-11-07,P,41744.59176020132,7766.0,90361.24825087325,6940.1623709159285
316,34,2023-09-02,P,14390.914902941446,9837.0,2000.0,2369.7469809847817
317,55,2023-10-15,T,47315.46757307682,5328.0,2000.0,9193.467151810657
318,39,2023-11-11,P,46129.86044018867,13248.0,2000.0,5255.086558366313
319,38,2023-09-08,R,18985.654200818382,9428.0,14757.581777646794,8938.093491945698
320,31,2023-10-03,P,34444.872509201814,0.0,2000.0,6554.077769625594
321,40,2023-11-11,R,31354.525132317754,0.0,2000.0,200.0
322,24,2023-09-05,P,39961.13108944041,10004.0,38505.58780596586,4566.199500000392
323,55,2023-10-23,R,15436.029537179746,0.0,41304.10516525626,3380.8711353358294
324,36,2023-09-28,P,35315.067518910364,0.0,2000.0,6227.750516436897
325,43,2023-09-14,P,39445.464090258465,18725.0,2000.0,1913.4711183271024
326,26,2023-09-24,T,38759.40710457093,6527.0,55723.4714156908,5620.709800717098
327,41,2023-11-13,P,23612.322302802175,21536.0,71764.33368225161,8017.556332125903
328,37,2023-10-17,P,15323.738604421664,7366.0,40976.62275210567,3643.6628990102
329,45,2023-10-05,T,22082.14514066543,11617.0,2000.0,4495.895789634219
330,40,2023-10-30,T,11569.263526742423,2163.0,2000.0,200.0
331,45,2023-09-28,P,35789.51603148791,0.0,2000.0,5611.827166742288
332,39,2023-11-05,T,14980.868196273563,10228.0,2000.0,6257.5259234587675
333,43,2023-10-05,R,14702.854658715112,15906.0,2000.0,7782.091133753093
334,41,2023-10-28,R,19750.14545292926,13254.0,137879.57709359512,6043.802777631673
335,48,2023-11-26,P,18930.48233727816,18377.0,2000.0,6616.266918240406
336,34,2023-11-01,R,38430.034637973,5302.0,2000.0,3429.031127406674
337,32,2023-11-22,P,31756.748526829775,9016.0,38924.33244730602,3930.8995025769486
338,43,2023-10-31,R,36578.10079245804,0.0,39474.308298074146,4266.226283947939
339,38,2023-09-13,T,20540.449969563466,14112.0,64932.81551481054,6285.472035221555
340,46,2023-11-09,R,23108.284995021048,20897.0,38464.813606813084,3373.757922948872
341,43,2023-10-01,T,19436.15520816978,0.0,2000.0,5393.053612344601
